company,status,zip,reason,birth,death,jurisdiction,jurisdictionType,lat,lng
HEBREW KINDERGARTEN & INFANTS HOME INC.,ACTIVE,11415,NA,04/15/1921,NA,NEW YORK,domestic,40.711554,-73.825891
GIMPEL BROTHERS INC.,ACTIVE,11378,NA,11/21/1921,NA,NEW YORK,domestic,40.724555,-73.913676
184 COLUMBIA HEIGHTS INCORPORATED,ACTIVE,11201,NA,11/25/1921,NA,NEW YORK,domestic,40.6976701,-73.9969493
HERBERT-SPENCER INC.,INACTIVE,10003-3303,DISSOLUTION,12/06/1921,05/08/2002,NEW YORK,domestic,40.73600280000001,-73.9895233
MOREL JEWELRY DISPLAYS INC.,INACTIVE,10001,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,12/05/1921,12/28/1994,NEW YORK,domestic,40.7477469,-73.98747209999999
FANTASY FROCKS INC.,ACTIVE,10031,NA,12/06/1921,NA,NEW YORK,domestic,40.8299566,-73.9482912
INDEPENDENT FUR BROKERS INC.,INACTIVE,10006,DISSOLUTION,12/08/1921,10/05/1984,NEW YORK,domestic,40.709329,-74.0131196
WM. H. FLEISCH & CO. INC.,INACTIVE,10038,DISSOLUTION,12/13/1921,08/27/1997,NEW YORK,domestic,40.7093884,-74.00774229999999
THE HOWARD KARAGHEUSIAN COMMEMORATIVE CORPORATION,ACTIVE,10016,NA,05/09/1921,NA,NEW YORK,domestic,40.743086,-73.984838
THE JOHN BURROUGHS ASSOCIATION INC.,ACTIVE,10024,NA,05/12/1921,NA,NEW YORK,domestic,40.7796667,-73.9739907
BENNETTS SPECIALTY SHOP INC.,ACTIVE,11691,NA,12/19/1921,NA,NEW YORK,domestic,40.608537,-73.763408
H.J.M. REALTY CO. INC.,ACTIVE,10002,NA,12/19/1921,NA,NEW YORK,domestic,40.7166424,-73.98947249999999
WALDBAUM INC.,ACTIVE,11241-1014,NA,12/19/1921,NA,NEW YORK,domestic,40.6933783,-73.9906685
FRED F. FRENCH MANAGEMENT COMPANY INC.,INACTIVE,10176,DISSOLUTION,12/23/1921,12/31/1986,NEW YORK,domestic,40.755353,-73.9788518
CHARLES F. KEYES INC.,INACTIVE,11222,DISSOLUTION,12/23/1921,09/30/1985,NEW YORK,domestic,40.7192249,-73.9485229
BANNER CANDY MANUFACTURING CORPORATION,INACTIVE,11208,DISSOLUTION,12/28/1921,12/23/2008,NEW YORK,domestic,40.67607,-73.8836989
171 WEST 12TH STREET INC.,ACTIVE,10011,NA,12/22/1921,NA,NEW YORK,domestic,40.73720549999999,-73.99992019999999
S.R.N.Y. INC.,INACTIVE,10019,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,12/29/1921,12/29/1993,NEW YORK,domestic,40.761923,-73.9843202
WEST FARMS BUS CORPORATION,ACTIVE,10025,NA,12/29/1921,NA,NEW YORK,domestic,40.7969659,-73.9731529
ACORN MACHINERY CORPORATION,ACTIVE,10001,NA,12/29/1921,NA,NEW YORK,domestic,40.7211428,-73.9838632
THE GALLIE CORPORATION,INACTIVE,10004,DISSOLUTION,12/30/1921,07/09/1993,NEW YORK,domestic,40.7056605,-74.0117624
UNIVERSAL CIGAR CORPORATION,INACTIVE,10020,DISSOLUTION,01/03/1922,04/02/1987,NEW YORK,domestic,40.760432,-73.98066639999999
B. OESTREICHERS SONS CO. INC.,ACTIVE,10026,NA,12/31/1921,NA,NEW YORK,domestic,40.806261,-73.95629199999999
GTD HOLDINGS INC.,ACTIVE,10025,NA,01/03/1922,NA,NEW YORK,domestic,40.794903,-73.975785
HARDINGE COMPANY INCORPORATED,INACTIVE,10017,DISSOLUTION,01/03/1922,07/14/1987,NEW YORK,domestic,40.7525416,-73.97870089999999
MONT CENIS APARTMENTS INC.,ACTIVE,10003-3386,NA,01/07/1922,NA,NEW YORK,domestic,40.7322535,-73.9874105
THE AGRESS REALTY CORPORATION,INACTIVE,10032,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/06/1922,03/31/1982,NEW YORK,domestic,40.836094,-73.944756
BERLEY & CO. INC.,INACTIVE,10021,DISSOLUTION,01/10/1922,03/05/1993,NEW YORK,domestic,40.771711,-73.964517
SAGINAW PAINT CO. INC.,INACTIVE,10030,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/09/1922,12/29/1982,NEW YORK,domestic,40.8237467,-73.9446206
THE ORDER OF COLONIAL LORDS OF MANORS IN AMERICA INCORPORATED,ACTIVE,10022,NA,06/07/1921,NA,NEW YORK,domestic,40.7617194,-73.9694372
ANNEX TIP PRINTING CO. INC.,INACTIVE,10017,MERGED OUT,01/11/1922,04/10/1980,NEW YORK,domestic,40.7544224,-73.9759181
CFTC GROUP INC.,INACTIVE,10001,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/13/1922,12/27/2000,NEW YORK,domestic,40.75047,-73.9893883
EVERARD SPA INC.,INACTIVE,10007,DISSOLUTION,01/16/1922,06/27/1988,NEW YORK,domestic,40.7154943,-74.0055539
THE MCNAUGHT SYNDICATE INC.,INACTIVE,10017,DISSOLUTION,01/16/1922,05/25/2001,NEW YORK,domestic,40.7525416,-73.97870089999999
PSATY AND FUHRMAN INC.,INACTIVE,10017,DISSOLUTION,01/18/1922,11/15/1989,NEW YORK,domestic,40.75040970000001,-73.976478
E. E. ALLEY COMPANY INC.,INACTIVE,10013,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/19/1922,03/31/1982,NEW YORK,domestic,40.71847899999999,-74.00459699999999
JOSEPH M. SCHENCK PRODUCTIONS INC.,INACTIVE,10036,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/17/1922,04/25/2012,NEW YORK,domestic,40.7581421,-73.9850597
GREC REALTY CORP.,INACTIVE,11238,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/23/1922,12/23/1992,NEW YORK,domestic,40.6758136,-73.9714443
MATHEWS STORES INC.,INACTIVE,10001,DISSOLUTION,01/26/1922,12/27/1990,NEW YORK,domestic,40.7454415,-73.977903
GEO. K. VAN NOSTRAND INC.,ACTIVE,10001,NA,01/25/1922,NA,NEW YORK,domestic,40.7512058,-73.99707289999999
SENSIENT COLORS INC.,INACTIVE,10011,MERGED OUT,01/28/1922,12/31/2010,NEW YORK,domestic,40.7409573,-74.0021187
NANCY MCCLELLAND INC.,INACTIVE,10022,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,01/28/1922,06/23/1993,NEW YORK,domestic,40.762759,-73.9727319
331 MADISON AVENUE CORPORATION,INACTIVE,10017,DISSOLUTION,01/30/1922,06/01/1983,NEW YORK,domestic,40.7531627,-73.9786615
ANNABELLE DRESS CO. INC.,ACTIVE,10002,NA,01/31/1922,NA,NEW YORK,domestic,40.7182256,-73.985636
WELZ & ZERWECK,ACTIVE,11201,NA,10/22/1897,NA,NEW YORK,domestic,40.6938695,-73.9908657
ASSOCIATED MERCHANTS OF NEW YORK,INACTIVE,10024,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,10/06/1897,12/24/2002,NEW YORK,domestic,40.78393,-73.97549599999999
S. & S. CATERERS INC.,INACTIVE,10011,DISSOLUTION,02/01/1922,07/29/1997,NEW YORK,domestic,40.738738,-73.997372
VOLKART BROTHERS INC.,INACTIVE,10004,DISSOLUTION,02/01/1922,01/04/2000,NEW YORK,domestic,40.7048069,-74.0119651
ACTIVE SHOE MFG. CO. INC.,ACTIVE,11211,NA,02/02/1922,NA,NEW YORK,domestic,40.70940280000001,-73.962769
ALLIED PRINTING & STATIONERY CO. INC.,INACTIVE,10012,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/02/1922,03/24/1993,NEW YORK,domestic,40.7239514,-73.9964444
AHRS CORPORATION,ACTIVE,10016,NA,01/31/1922,NA,NEW YORK,domestic,40.751239,-73.9807508
LANDOVER REALTY FINANCE CORPORATION,INACTIVE,10017,DISSOLUTION,02/01/1922,09/25/1985,NEW YORK,domestic,40.7549469,-73.9795346
TRION TRUCK AND WHEELBARROW CO. INC.,ACTIVE,10474-6399,NA,02/06/1922,NA,NEW YORK,domestic,40.811344,-73.889775
QUIESCENCE ENTERPRISES INC.,INACTIVE,11211,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/08/1922,12/23/1992,NEW YORK,domestic,40.7185074,-73.9584451
A. G. SALES COMPANY INC.,INACTIVE,10028,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/09/1922,04/25/2012,NEW YORK,domestic,40.7757121,-73.9501957
THOMAS TEXTILE CO. INC.,INACTIVE,10001,DISSOLUTION,02/13/1922,12/19/1997,NEW YORK,domestic,40.7504345,-73.98675759999999
ENTMOR REALTY CO.INC.,ACTIVE,10013,NA,02/11/1922,NA,NEW YORK,domestic,40.7185998,-74.002549
BERTALP REALTY CORPORATION,INACTIVE,10026,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/14/1922,06/23/1993,NEW YORK,domestic,40.79901,-73.953024
COY DISBROW & CO. INC.,INACTIVE,10014,DISSOLUTION,02/14/1922,07/10/1985,NEW YORK,domestic,40.733108,-74.007738
H. B. VITT COMPANY INC.,INACTIVE,10304,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/15/1922,03/25/1992,NEW YORK,domestic,40.623648,-74.076517
BROWN BROS. MANUFACTURING CORPORATION,INACTIVE,10022,DISSOLUTION,02/15/1922,06/01/1984,NEW YORK,domestic,40.7606519,-73.9702822
PRIVATE FUEL CORP.,INACTIVE,10029,DISSOLUTION,02/17/1922,03/26/1985,NEW YORK,domestic,40.7961988,-73.9358191
SAY-O KNITWEAR MILLS CO. INC.,ACTIVE,11206,NA,02/17/1922,NA,NEW YORK,domestic,40.693555,-73.949722
KEMPSON PICTURES CORPORATION,ACTIVE,10036,NA,02/20/1922,NA,NEW YORK,domestic,40.7546742,-73.9837392
KUWAYAMA & COMPANY INC.,INACTIVE,10036,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,02/25/1922,06/24/1981,NEW YORK,domestic,40.757732,-73.981589
FORD LUMBER CORPORATION,ACTIVE,10462,NA,02/25/1922,NA,NEW YORK,domestic,40.845382,-73.860559
FRANK W. WILKISSON INC.,ACTIVE,10474,NA,02/28/1922,NA,NEW YORK,domestic,40.8023349,-73.8736709
WJH CO. INC.,ACTIVE,10027,NA,02/28/1922,NA,NEW YORK,domestic,40.8093823,-73.9447917
SUPRO BUILDING PRODUCTS CORPORATION,INACTIVE,11377,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/04/1922,06/23/1999,NEW YORK,domestic,40.737951,-73.89453999999999
ALL AMERICAN GOODS CORPORATION INC.,ACTIVE,10034,NA,03/06/1922,NA,NEW YORK,domestic,40.8628084,-73.91857879999999
M. C. OBRIEN INC.,ACTIVE,11234,NA,03/06/1922,NA,NEW YORK,domestic,40.6007956,-73.9065883
DIAMOND CANDLE CO. INC.,INACTIVE,11211,DISSOLUTION,03/08/1922,08/21/1998,NEW YORK,domestic,40.715475,-73.934638
AETNA TRADING CORPORATION,ACTIVE,10279,NA,03/14/1922,NA,NEW YORK,domestic,40.71248629999999,-74.00826579999999
EXPORT ASSOCIATES INC.,INACTIVE,10017,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/14/1922,06/23/1993,NEW YORK,domestic,40.752066,-73.98019099999999
BUNWIN REALTY CORPORATION,INACTIVE,10017,DISSOLUTION,03/11/1922,07/31/1996,NEW YORK,domestic,40.7531486,-73.9679041
49 WEST 48TH STREET CORPORATION,ACTIVE,10017,NA,03/13/1922,NA,NEW YORK,domestic,40.7566929,-73.9766623
GRAND MARBLE WORKS INC.,INACTIVE,11211,DISSOLUTION,03/14/1922,03/17/1988,NEW YORK,domestic,40.7125554,-73.9370948
ALTMAN BOOKBINDING CO. INC.,INACTIVE,10013,DISSOLUTION,03/18/1922,12/29/1981,NEW YORK,domestic,40.7229769,-74.0093524
DYMO HOLDINGS CORPORATION,INACTIVE,10011,MERGED OUT,12/28/1897,12/18/2006,NEW YORK,domestic,40.7409573,-74.0021187
BEHRER NASON COMPANY INC.,INACTIVE,10038,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/21/1922,12/30/1981,NEW YORK,domestic,40.7096994,-74.0049263
HALCOLITE COMPANY INC.,INACTIVE,11217,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/21/1922,12/23/1992,NEW YORK,domestic,40.6864492,-73.9835391
TUSC ARORA FARMS CORPORATION,ACTIVE,11217,NA,03/22/1922,NA,NEW YORK,domestic,40.6890232,-73.975095
J. CLARENCE DAVIES INC.,INACTIVE,10017,DISSOLUTION,03/22/1922,12/03/1992,NEW YORK,domestic,40.7531627,-73.9786615
DOBESS REALTY CORPORATION,INACTIVE,10029,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/24/1922,12/24/1991,NEW YORK,domestic,40.7946531,-73.9487635
GENERAL MATCH CORPORATION,ACTIVE,10005,NA,03/27/1922,NA,NEW YORK,domestic,40.7060661,-74.0091913
MARSHALL CONSTRUCTION COMPANY INC.,INACTIVE,10107,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/27/1922,10/28/2009,NEW YORK,domestic,40.7662723,-73.9823998
KREGER TRUCK RENTING CO. INC.,ACTIVE,11222,NA,03/31/1922,NA,NEW YORK,domestic,40.72905,-73.94215
DENHARD & STEWART INC.,ACTIVE,10016-2820,NA,04/04/1922,NA,NEW YORK,domestic,40.74727,-73.9800645
JOHANSON WALES & SPARRE INC.,ACTIVE,10177,NA,04/04/1922,NA,NEW YORK,domestic,40.7551855,-73.9758933
HARRY ISAACS THE SQUARE TAILOR AND CLOTHIER INC.,INACTIVE,10459,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,04/07/1922,06/23/1993,NEW YORK,domestic,40.8205727,-73.90172559999999
BONDED SECURITIES CORPORATION,ACTIVE,11221,NA,04/06/1922,NA,NEW YORK,domestic,40.6903213,-73.9271644
TOWNSEND-ADAMS OIL COMPANY INC.,ACTIVE,10023,NA,04/06/1922,NA,NEW YORK,domestic,40.7723699,-73.9818623
WENEEDA REALTY CORPORATION,ACTIVE,10028,NA,04/06/1922,NA,NEW YORK,domestic,40.7770587,-73.950485
RITE-SERVICE EMBROIDERY WORKS INC.,ACTIVE,10457,NA,04/07/1922,NA,NEW YORK,domestic,40.8434711,-73.8918455
SISTERS OF ST. JOHN THE BAPTIST INC.,ACTIVE,10465,NA,07/22/1921,NA,NEW YORK,domestic,40.8383492,-73.8173604
RIVERDALE NEIGHBORHOOD HOUSE INC.,ACTIVE,10471,NA,08/01/1921,NA,NEW YORK,domestic,40.903485,-73.903865
COUNCIL ON FOREIGN RELATIONS INC.,ACTIVE,10021,NA,08/05/1921,NA,NEW YORK,domestic,40.7685234,-73.9661982
AMERICAN ASSOCIATION OF EXPORTERS AND IMPORTERS INC.,ACTIVE,10036,NA,06/30/1921,NA,NEW YORK,domestic,40.7602619,-73.9932872
GOODSTEIN BROS. & CO. INC.,INACTIVE,10174,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,04/17/1922,01/25/2012,NEW YORK,domestic,40.7516269,-73.97534999999999
CANTIGNY PRINTING & STATIONERY CORPORATION,INACTIVE,10018,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,04/22/1922,03/24/1993,NEW YORK,domestic,40.7542438,-73.99121939999999
BAILEY GREEN & ELGER INC.,INACTIVE,10016,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,04/26/1922,03/31/1982,NEW YORK,domestic,40.7462467,-73.98432799999999
R. C. ROBINSON INC.,ACTIVE,11230,NA,04/27/1922,NA,NEW YORK,domestic,40.6110037,-73.95967360000002
THE HARLEM DELICATESSEN AND LUNCH ROOM INC.,ACTIVE,10029,NA,04/28/1922,NA,NEW YORK,domestic,40.79028,-73.9452
E. F. LITH CO. INC.,ACTIVE,10025,NA,05/02/1922,NA,NEW YORK,domestic,40.7934841,-73.9740869
THOMAS PUBLISHING COMPANY,ACTIVE,10001,NA,02/05/1898,NA,NEW YORK,domestic,40.7495244,-73.993016
CHILDRENS DAY TREATMENT CENTER AND SCHOOL INC.,ACTIVE,10023,NA,08/15/1921,NA,NEW YORK,domestic,40.7789379,-73.983946
BERKOWITZ BROS. SHIRT CO. INC.,ACTIVE,10007,NA,05/04/1922,NA,NEW YORK,domestic,40.71442,-74.00640159999999
DEGRAW STREET REALTY CORPORATION,INACTIVE,10170,DISSOLUTION,05/05/1922,07/25/1986,NEW YORK,domestic,40.7525463,-73.97564249999999
KRANICHFELD BUILDING CO. INC.,INACTIVE,10033,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,05/05/1922,06/24/1981,NEW YORK,domestic,40.855949,-73.93813999999999
HARRY P. BELSINGER CO. INC.,ACTIVE,10018,NA,05/09/1922,NA,NEW YORK,domestic,40.7531589,-73.9893598
DUCK ISLAND CORPORATION,ACTIVE,11238,NA,05/11/1922,NA,NEW YORK,domestic,40.686816,-73.968079
EK HARDWARE CO. INC.,INACTIVE,10007-1016,DISSOLUTION,05/10/1922,08/18/1997,NEW YORK,domestic,40.71451620000001,-74.0087989
BORIOZ & CO. INC.,ACTIVE,10019,NA,05/11/1922,NA,NEW YORK,domestic,40.7624586,-73.9787052
JOERNS & FRENCH INC.,INACTIVE,10006,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,05/12/1922,03/24/1993,NEW YORK,domestic,40.7080331,-74.0130887
TIMBER TRUSS COMPANY OF AMERICA INC.,ACTIVE,11217,NA,05/12/1922,NA,NEW YORK,domestic,40.6829486,-73.97876289999999
CARL FISCHER BUILDING CORPORATION,INACTIVE,10003,DISSOLUTION,05/23/1922,01/31/2002,NEW YORK,domestic,40.7292352,-73.9911716
THE CHILDRENS AID SOCIETY,ACTIVE,10010,NA,01/10/1855,NA,NEW YORK,domestic,40.73937129999999,-73.9865104
THE SOCIETY OF MAYFLOWER DESCENDANTS,ACTIVE,10021-1946,NA,12/27/1895,NA,NEW YORK,domestic,40.7617194,-73.9694372
SAMARITAN LOAN SOCIETY,ACTIVE,10010,NA,07/24/1909,NA,NEW YORK,domestic,40.7411565,-73.986901
MOHAWK AND ST. LAWRENCE RAILROAD COMPANY,ACTIVE,10036,NA,12/30/1890,NA,NEW YORK,domestic,40.7602619,-73.9932872
GANS STEAMSHIP LINE,INACTIVE,10004,DISSOLUTION,06/16/1906,02/24/1986,NEW YORK,domestic,40.7038704,-74.0138541
THE CORNELL DELTA UPSILON ASSOCIATION INC.,ACTIVE,10023-7773,NA,06/17/1882,NA,NEW YORK,domestic,42.7625113,-74.22798829999999
CATHOLIC MEDICAL CENTER OF BROOKLYN AND QUEENS INC,INACTIVE,11432,MERGED OUT,06/13/1882,08/23/2000,NEW YORK,domestic,40.705621,-73.80344
COY HUNT AND COMPANY,INACTIVE,10011,DISSOLUTION,02/14/1898,01/04/1984,NEW YORK,domestic,40.73417999999999,-73.996681
CHAMBER OF COMMERCE OF WASHINGTON HEIGHTS AND INWOOD INC.,ACTIVE,10033,NA,10/17/1921,NA,NEW YORK,domestic,40.8498884,-73.9354433
187-24TH STREET JACKSON HEIGHTS INC.,ACTIVE,11372,NA,05/26/1922,NA,NEW YORK,domestic,40.753135,-73.88615399999999
188-23RD STREET JACKSON HEIGHTS INC.,ACTIVE,11372,NA,05/26/1922,NA,NEW YORK,domestic,40.753096,-73.88650799999999
155-24TH STREET JACKSON HEIGHTS INC.,ACTIVE,11372-2821,NA,05/26/1922,NA,NEW YORK,domestic,40.7522049,-73.8859839
156-23RD STREET JACKSON HEIGHTS INC.,ACTIVE,11372,NA,05/26/1922,NA,NEW YORK,domestic,40.752166,-73.886338
195-24TH STREET JACKSON HEIGHTS INC.,ACTIVE,11372,NA,05/26/1922,NA,NEW YORK,domestic,40.753354,-73.88619400000002
171-24TH STREET JACKSON HEIGHTS INC.,ACTIVE,11372,NA,05/26/1922,NA,NEW YORK,domestic,40.752666,-73.886068
172-23RD STREET JACKSON HEIGHTS INC.,ACTIVE,11372,NA,05/26/1922,NA,NEW YORK,domestic,40.752628,-73.8864229
179-24TH STREET JACKSON HEIGHTS INC.,ACTIVE,11372-2818,NA,05/26/1922,NA,NEW YORK,domestic,40.752904,-73.88611200000001
THE COFFEE POT INC.,ACTIVE,10025,NA,05/29/1922,NA,NEW YORK,domestic,40.8003802,-73.9676447
SUNSET VIEW ASSOCIATION INC.,ACTIVE,11232,NA,05/31/1922,NA,NEW YORK,domestic,40.64876599999999,-74.002331
BENENSON PROPERTIES INC.,INACTIVE,10017,DISSOLUTION,06/02/1922,12/03/1987,NEW YORK,domestic,40.7526701,-73.97852809999999
KINGSBORO PATTERN AND MACHINE WORKS INC.,INACTIVE,11221,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,06/02/1922,12/23/1992,NEW YORK,domestic,40.692748,-73.91102500000001
A W ADVERTISING INCORPORATED,INACTIVE,10036,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,06/03/1922,06/24/1981,NEW YORK,domestic,40.7562047,-73.9862802
LAND CASING CO. INC.,ACTIVE,10014,NA,06/03/1922,NA,NEW YORK,domestic,40.7366138,-74.0094471
LITHUANIAN BUILDING CORPORATION INC.,INACTIVE,11211,DISSOLUTION,06/06/1922,02/16/1995,NEW YORK,domestic,40.7161902,-73.95930469999999
THE INVESTORS TAXICAB COMPANY INC.,ACTIVE,11230,NA,06/06/1922,NA,NEW YORK,domestic,40.626228,-73.9618799
JULIUS SCHWARTZ & SONS INC.,INACTIVE,10003,DISSOLUTION,06/07/1922,02/09/1989,NEW YORK,domestic,40.7380534,-73.98976569999999
MICHAELIAN & KOHLBERG INC.,ACTIVE,10022-1403,NA,06/09/1922,NA,NEW YORK,domestic,40.7612663,-73.965401
SAMO THRO REALTY CORPORATION,ACTIVE,10468,NA,06/12/1922,NA,NEW YORK,domestic,40.8631325,-73.9016841
THE AEROFLEX CORPORATION,INACTIVE,10036,DISSOLUTION,06/12/1922,08/07/1980,NEW YORK,domestic,40.7604963,-73.9981373
KINGSWAY GARMENT CO. INC.,ACTIVE,11223,NA,06/16/1922,NA,NEW YORK,domestic,40.6009233,-73.977126
943 LEXINGTON AVENUE INC.,ACTIVE,10065,NA,06/20/1922,NA,NEW YORK,domestic,40.76316509999999,-73.9678741
CARTIS CORPORATION,ACTIVE,11216,NA,06/21/1922,NA,NEW YORK,domestic,40.6788319,-73.9506774
LUGENE INC.,INACTIVE,10019,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,06/23/1922,09/24/1997,NEW YORK,domestic,40.761923,-73.9843202
INLAND BROKERAGE CORPORATION,INACTIVE,10038,DISSOLUTION,06/27/1922,11/01/2007,NEW YORK,domestic,40.70836449999999,-74.0067746
BARKER BROTHERS INCORPORATED,ACTIVE,11385-5792,NA,06/27/1922,NA,NEW YORK,domestic,40.6960657,-73.90116189999999
M. R. C. & B. CORPORATION,ACTIVE,10017,NA,06/29/1922,NA,NEW YORK,domestic,40.7522241,-73.9805116
EDWIN HOMES INC.,ACTIVE,11213,NA,06/30/1922,NA,NEW YORK,domestic,40.667647,-73.938048
HOK SAN REALTY CORP.,ACTIVE,10013,NA,07/06/1922,NA,NEW YORK,domestic,40.7140481,-73.9989528
REEVES FABRICS INC.,INACTIVE,10013,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,07/07/1922,12/29/1999,NEW YORK,domestic,40.71713630000001,-74.006901
MAX SPIEGEL OPERATING CO. INC.,ACTIVE,10173,NA,07/10/1922,NA,NEW YORK,domestic,40.7536987,-73.9789417
EISELE HOLDING CORPORATION,ACTIVE,10017,NA,07/12/1922,NA,NEW YORK,domestic,40.7522241,-73.9805116
BROWN UNIVERSITY CLUB IN NEW YORK INC.,ACTIVE,10036,NA,12/19/1921,NA,NEW YORK,domestic,40.7623602,-73.9786068
UNITED ORDER TRUE SISTERS INC.,ACTIVE,10103,NA,01/12/1922,NA,NEW YORK,domestic,40.7602745,-73.9766459
KOM-FUT ARCH SUPPORT CO. INC.,INACTIVE,11212,DISSOLUTION,07/20/1922,05/05/1982,NEW YORK,domestic,40.6573234,-73.90325059999999
BROOKE-BOND GROUP (U.S.) INC.,ACTIVE,10011,NA,07/20/1922,NA,NEW YORK,domestic,40.7409573,-74.0021187
THE W. J. D. REALTY CO. INC.,ACTIVE,10017,NA,07/20/1922,NA,NEW YORK,domestic,40.7523381,-73.9789555
MOHEGAN SALES CORPORATION,INACTIVE,10004,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,07/24/1922,03/25/1992,NEW YORK,domestic,40.7029185,-74.0139109
CONSOER TOWNSEND ENVIRODYNE ENGINEERS OF NEW YORK INC.,ACTIVE,10011,NA,07/24/1922,NA,NEW YORK,domestic,40.7409573,-74.0021187
MALLETT SAND & SUPPLY CO. INC.,ACTIVE,10458,NA,07/25/1922,NA,NEW YORK,domestic,40.874137,-73.8848024
RITZ ART & AUCTION GALLERIES INC.,ACTIVE,10025,NA,07/29/1922,NA,NEW YORK,domestic,40.7975769,-73.962525
EAST 180TH STREET REALTY CORPORATION,ACTIVE,10026,NA,07/28/1922,NA,NEW YORK,domestic,40.80134899999999,-73.952939
JAROS BAUM & BOLLES INC.,ACTIVE,10005,NA,07/31/1922,NA,NEW YORK,domestic,40.7060144,-74.0067882
THE BANVA COMPANY INC.,ACTIVE,10022,NA,08/01/1922,NA,NEW YORK,domestic,40.7612069,-73.9719148
HALLGARTEN SECURITIES CORPORATION,INACTIVE,10023,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,08/01/1922,03/31/1982,NEW YORK,domestic,40.7769059,-73.9800645
LEXINGTON OPERATING CO. INC.,INACTIVE,10007,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,08/03/1922,03/25/1992,NEW YORK,domestic,40.7154943,-74.0055539
KRAMERLITE CO. INC.,ACTIVE,10012,NA,08/08/1922,NA,NEW YORK,domestic,40.724756,-73.997945
KASS & COMPANY INC.,INACTIVE,10038,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,08/07/1922,03/31/1982,NEW YORK,domestic,40.7089789,-74.007716
NOVOYE RUSSKOYE SLOVO PUBLISHING CORPORATION,ACTIVE,10004,NA,08/07/1922,NA,NEW YORK,domestic,40.7051613,-74.0159706
THREE EIGHTY THREE REALTY CORPORATION,INACTIVE,10005,MERGED OUT,08/08/1922,08/08/1983,NEW YORK,domestic,40.6998433,-74.0072436
LOVENTHAL BROS. INC.,INACTIVE,10026,DISSOLUTION,08/14/1922,03/24/1986,NEW YORK,domestic,40.806269,-73.95243700000002
KIPS BAY BOYS AND GIRLS CLUB INC.,ACTIVE,10473,NA,02/21/1922,NA,NEW YORK,domestic,40.816975,-73.856566
CRAFT INDUSTRIES INC.,INACTIVE,10017,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,08/18/1922,06/24/1998,NEW YORK,domestic,40.7513403,-73.9787503
NAMTIAL REALTY CO. INC.,INACTIVE,11206,DISSOLUTION,08/18/1922,09/27/1982,NEW YORK,domestic,40.7047738,-73.9418603
CARTY HEATING CORPORATION,INACTIVE,10040,DISSOLUTION,08/22/1922,02/03/1989,NEW YORK,domestic,40.85950709999999,-73.9304611
GIMBEL BROTHERS INC.,INACTIVE,10001,DISSOLUTION,08/22/1922,04/25/1997,NEW YORK,domestic,40.7493813,-73.9893316
